"Time","Length","Sequence Number","Acknowledgment Number","Info"
"3.325165829","39810","4893155","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=4893155 Ack=1 Win=65280 Len=39744 TSval=2972595120 TSecr=1160799989"
"3.325942254","25482","4932899","1","19  >  57254 [PSH, ACK] Seq=4932899 Ack=1 Win=65280 Len=25416 TSval=2972595121 TSecr=1160799990"
"3.325958626","20338","4958315","1","19  >  57254 [PSH, ACK] Seq=4958315 Ack=1 Win=65280 Len=20272 TSval=2972595121 TSecr=1160799990"
"3.326693802","21954","4978587","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=4978587 Ack=1 Win=65280 Len=21888 TSval=2972595121 TSecr=1160799991"
"3.469077217","23066","5000475","1","19  >  57254 [PSH, ACK] Seq=5000475 Ack=1 Win=65280 Len=23000 TSval=2972595264 TSecr=1160800133"
"3.469114168","65226","5023475","1","19  >  57254 [PSH, ACK] Seq=5023475 Ack=1 Win=65280 Len=65160 TSval=2972595264 TSecr=1160800133"
"3.469121483","59434","5088635","1","19  >  57254 [PSH, ACK] Seq=5088635 Ack=1 Win=65280 Len=59368 TSval=2972595264 TSecr=1160800133"
"3.469766478","5858","5148003","1","19  >  57254 [PSH, ACK] Seq=5148003 Ack=1 Win=65280 Len=5792 TSval=2972595265 TSecr=1160800134"
"3.469789934","65226","5153795","1","19  >  57254 [PSH, ACK] Seq=5153795 Ack=1 Win=65280 Len=65160 TSval=2972595265 TSecr=1160800134"
"3.470422187","34242","5218955","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=5218955 Ack=1 Win=65280 Len=34176 TSval=2972595265 TSecr=1160800135"
"3.607498148","31050","5253131","1","19  >  57254 [PSH, ACK] Seq=5253131 Ack=1 Win=65280 Len=30984 TSval=2972595402 TSecr=1160800271"
"3.607561220","65226","5284115","1","19  >  57254 [PSH, ACK] Seq=5284115 Ack=1 Win=65280 Len=65160 TSval=2972595402 TSecr=1160800271"
"3.607569385","56538","5349275","1","19  >  57254 [PSH, ACK] Seq=5349275 Ack=1 Win=65280 Len=56472 TSval=2972595402 TSecr=1160800271"
"3.621866804","1514","5404299","1","[TCP Retransmission] 19  >  57254 [ACK] Seq=5404299 Ack=1 Win=65280 Len=1448 TSval=2972595417 TSecr=1160800271"
"3.624650113","8754","5405747","1","19  >  57254 [PSH, ACK] Seq=5405747 Ack=1 Win=65280 Len=8688 TSval=2972595419 TSecr=1160800289"
"3.624691512","65226","5414435","1","19  >  57254 [PSH, ACK] Seq=5414435 Ack=1 Win=65280 Len=65160 TSval=2972595419 TSecr=1160800289"
"3.625467160","36290","5479595","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=5479595 Ack=1 Win=65280 Len=36224 TSval=2972595420 TSecr=1160800290"
"3.626450589","17858","5515819","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=5515819 Ack=1 Win=65280 Len=17792 TSval=2972595421 TSecr=1160800291"
"3.784494538","11210","5533611","1","19  >  57254 [PSH, ACK] Seq=5533611 Ack=1 Win=65280 Len=11144 TSval=2972595579 TSecr=1160800449"
"3.784549965","65226","5544755","1","19  >  57254 [PSH, ACK] Seq=5544755 Ack=1 Win=65280 Len=65160 TSval=2972595579 TSecr=1160800449"
"3.784554544","65226","5609915","1","19  >  57254 [PSH, ACK] Seq=5609915 Ack=1 Win=65280 Len=65160 TSval=2972595579 TSecr=1160800449"
"3.784563130","30474","5675075","1","19  >  57254 [PSH, ACK] Seq=5675075 Ack=1 Win=65280 Len=30408 TSval=2972595579 TSecr=1160800449"
"3.785115858","34818","5705483","1","19  >  57254 [PSH, ACK] Seq=5705483 Ack=1 Win=65280 Len=34752 TSval=2972595580 TSecr=1160800449"
"3.785143311","52738","5740235","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=5740235 Ack=1 Win=65280 Len=52672 TSval=2972595580 TSecr=1160800449"
"3.785784052","12554","5792907","1","19  >  57254 [PSH, ACK] Seq=5792907 Ack=1 Win=65280 Len=12488 TSval=2972595581 TSecr=1160800450"
"3.785811645","29026","5805395","1","19  >  57254 [PSH, ACK] Seq=5805395 Ack=1 Win=65280 Len=28960 TSval=2972595581 TSecr=1160800450"
"3.786450190","17858","5834355","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=5834355 Ack=1 Win=65280 Len=17792 TSval=2972595581 TSecr=1160800451"
"3.977874343","18474","5852147","1","19  >  57254 [PSH, ACK] Seq=5852147 Ack=1 Win=65280 Len=18408 TSval=2972595773 TSecr=1160800642"
"3.977913378","65226","5870555","1","19  >  57254 [PSH, ACK] Seq=5870555 Ack=1 Win=65280 Len=65160 TSval=2972595773 TSecr=1160800642"
"3.977922837","59434","5935715","1","19  >  57254 [PSH, ACK] Seq=5935715 Ack=1 Win=65280 Len=59368 TSval=2972595773 TSecr=1160800642"
"3.993815940","1514","5993635","1","[TCP Retransmission] 19  >  57254 [ACK] Seq=5993635 Ack=1 Win=65280 Len=1448 TSval=2972595789 TSecr=1160800642"
"3.996566108","5858","5995083","1","19  >  57254 [PSH, ACK] Seq=5995083 Ack=1 Win=65280 Len=5792 TSval=2972595791 TSecr=1160800661"
"3.996590315","63266","6000875","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6000875 Ack=1 Win=65280 Len=63200 TSval=2972595791 TSecr=1160800661"
"3.997301291","2026","6064075","1","19  >  57254 [PSH, ACK] Seq=6064075 Ack=1 Win=65280 Len=1960 TSval=2972595792 TSecr=1160800661"
"3.997328874","29026","6066035","1","19  >  57254 [PSH, ACK] Seq=6066035 Ack=1 Win=65280 Len=28960 TSval=2972595792 TSecr=1160800661"
"4.134012071","36266","6094995","1","19  >  57254 [PSH, ACK] Seq=6094995 Ack=1 Win=65280 Len=36200 TSval=2972595929 TSecr=1160800798"
"4.134044704","65226","6131195","1","19  >  57254 [PSH, ACK] Seq=6131195 Ack=1 Win=65280 Len=65160 TSval=2972595929 TSecr=1160800798"
"4.134055615","52434","6196355","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6196355 Ack=1 Win=65280 Len=52368 TSval=2972595929 TSecr=1160800798"
"4.134700561","12858","6248723","1","19  >  57254 [PSH, ACK] Seq=6248723 Ack=1 Win=65280 Len=12792 TSval=2972595929 TSecr=1160800799"
"4.134728585","62330","6261515","1","19  >  57254 [PSH, ACK] Seq=6261515 Ack=1 Win=65280 Len=62264 TSval=2972595929 TSecr=1160800799"
"4.135586585","2962","6323779","1","19  >  57254 [PSH, ACK] Seq=6323779 Ack=1 Win=65280 Len=2896 TSval=2972595930 TSecr=1160800800"
"4.135614549","31346","6326675","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6326675 Ack=1 Win=65280 Len=31280 TSval=2972595930 TSecr=1160800800"
"4.238879445","33946","6357955","1","19  >  57254 [PSH, ACK] Seq=6357955 Ack=1 Win=65280 Len=33880 TSval=2972596034 TSecr=1160800903"
"4.238911376","65226","6391835","1","19  >  57254 [PSH, ACK] Seq=6391835 Ack=1 Win=65280 Len=65160 TSval=2972596034 TSecr=1160800903"
"4.238919652","53642","6456995","1","19  >  57254 [PSH, ACK] Seq=6456995 Ack=1 Win=65280 Len=53576 TSval=2972596034 TSecr=1160800903"
"4.239612847","11650","6510571","1","19  >  57254 [PSH, ACK] Seq=6510571 Ack=1 Win=65280 Len=11584 TSval=2972596034 TSecr=1160800904"
"4.239641422","61570","6522155","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6522155 Ack=1 Win=65280 Len=61504 TSval=2972596034 TSecr=1160800904"
"4.240499605","3722","6583659","1","19  >  57254 [PSH, ACK] Seq=6583659 Ack=1 Win=65280 Len=3656 TSval=2972596035 TSecr=1160800905"
"4.240563829","30474","6587315","1","19  >  57254 [PSH, ACK] Seq=6587315 Ack=1 Win=65280 Len=30408 TSval=2972596035 TSecr=1160800905"
"4.401025020","34818","6617723","1","19  >  57254 [PSH, ACK] Seq=6617723 Ack=1 Win=65280 Len=34752 TSval=2972596196 TSecr=1160801065"
"4.401043846","65226","6652475","1","19  >  57254 [PSH, ACK] Seq=6652475 Ack=1 Win=65280 Len=65160 TSval=2972596196 TSecr=1160801065"
"4.401046171","65226","6717635","1","19  >  57254 [PSH, ACK] Seq=6717635 Ack=1 Win=65280 Len=65160 TSval=2972596196 TSecr=1160801065"
"4.401051130","7026","6782795","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6782795 Ack=1 Win=65280 Len=6960 TSval=2972596196 TSecr=1160801065"
"4.401667898","58266","6789755","1","19  >  57254 [PSH, ACK] Seq=6789755 Ack=1 Win=65280 Len=58200 TSval=2972596196 TSecr=1160801066"
"4.401677056","39162","6847955","1","19  >  57254 [PSH, ACK] Seq=6847955 Ack=1 Win=65280 Len=39096 TSval=2972596196 TSecr=1160801066"
"4.413755149","1514","6885603","1","[TCP Retransmission] 19  >  57254 [ACK] Seq=6885603 Ack=1 Win=65280 Len=1448 TSval=2972596209 TSecr=1160801066"
"4.419197011","26130","6887051","1","19  >  57254 [PSH, ACK] Seq=6887051 Ack=1 Win=65280 Len=26064 TSval=2972596214 TSecr=1160801083"
"4.419215025","20466","6913115","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6913115 Ack=1 Win=65280 Len=20400 TSval=2972596214 TSecr=1160801083"
"4.419925935","21954","6933515","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=6933515 Ack=1 Win=65280 Len=21888 TSval=2972596215 TSecr=1160801084"
"4.545819872","22938","6955403","1","19  >  57254 [PSH, ACK] Seq=6955403 Ack=1 Win=65280 Len=22872 TSval=2972596341 TSecr=1160801210"
"4.545849208","65226","6978275","1","19  >  57254 [PSH, ACK] Seq=6978275 Ack=1 Win=65280 Len=65160 TSval=2972596341 TSecr=1160801210"
"4.545857845","59434","7043435","1","19  >  57254 [PSH, ACK] Seq=7043435 Ack=1 Win=65280 Len=59368 TSval=2972596341 TSecr=1160801210"
"4.546463351","5858","7102803","1","19  >  57254 [PSH, ACK] Seq=7102803 Ack=1 Win=65280 Len=5792 TSval=2972596341 TSecr=1160801211[Packet size limited during capture]"
"4.546488760","65226","7108595","1","19  >  57254 [PSH, ACK] Seq=7108595 Ack=1 Win=65280 Len=65160 TSval=2972596341 TSecr=1160801211"
"4.547165459","34242","7173755","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=7173755 Ack=1 Win=65280 Len=34176 TSval=2972596342 TSecr=1160801211"
"4.687969842","31050","7207931","1","19  >  57254 [PSH, ACK] Seq=7207931 Ack=1 Win=65280 Len=30984 TSval=2972596483 TSecr=1160801352"
"4.688008156","65226","7238915","1","19  >  57254 [PSH, ACK] Seq=7238915 Ack=1 Win=65280 Len=65160 TSval=2972596483 TSecr=1160801352"
"4.688012324","65226","7304075","1","19  >  57254 [PSH, ACK] Seq=7304075 Ack=1 Win=65280 Len=65160 TSval=2972596483 TSecr=1160801352"
"4.688020509","10202","7369235","1","19  >  57254 [PSH, ACK] Seq=7369235 Ack=1 Win=65280 Len=10136 TSval=2972596483 TSecr=1160801352"
"4.688883731","55090","7379371","1","19  >  57254 [PSH, ACK] Seq=7379371 Ack=1 Win=65280 Len=55024 TSval=2972596484 TSecr=1160801353"
"4.688898008","42706","7434395","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=7434395 Ack=1 Win=65280 Len=42640 TSval=2972596484 TSecr=1160801353"
"4.689705059","22586","7477035","1","19  >  57254 [PSH, ACK] Seq=7477035 Ack=1 Win=65280 Len=22520 TSval=2972596485 TSecr=1160801354"
"4.689733033","23234","7499555","1","19  >  57254 [PSH, ACK] Seq=7499555 Ack=1 Win=65280 Len=23168 TSval=2972596485 TSecr=1160801354"
"4.690474293","21954","7522723","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=7522723 Ack=1 Win=65280 Len=21888 TSval=2972596485 TSecr=1160801355"
"4.884836757","20170","7544611","1","19  >  57254 [PSH, ACK] Seq=7544611 Ack=1 Win=65280 Len=20104 TSval=2972596680 TSecr=1160801549"
"4.884869790","65226","7564715","1","19  >  57254 [PSH, ACK] Seq=7564715 Ack=1 Win=65280 Len=65160 TSval=2972596680 TSecr=1160801549"
"4.884873357","65226","7629875","1","19  >  57254 [PSH, ACK] Seq=7629875 Ack=1 Win=65280 Len=65160 TSval=2972596680 TSecr=1160801549"
"4.884884388","20338","7695035","1","19  >  57254 [PSH, ACK] Seq=7695035 Ack=1 Win=65280 Len=20272 TSval=2972596680 TSecr=1160801549"
"4.891920280","44954","7715307","1","19  >  57254 [PSH, ACK] Seq=7715307 Ack=1 Win=65280 Len=44888 TSval=2972596687 TSecr=1160801556"
"4.891955320","46698","7760195","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=7760195 Ack=1 Win=65280 Len=46632 TSval=2972596687 TSecr=1160801556"
"4.909615243","18594","7806827","1","19  >  57254 [PSH, ACK] Seq=7806827 Ack=1 Win=65280 Len=18528 TSval=2972596704 TSecr=1160801574"
"4.909634991","24682","7825355","1","19  >  57254 [PSH, ACK] Seq=7825355 Ack=1 Win=65280 Len=24616 TSval=2972596704 TSecr=1160801574"
"4.910472876","19906","7849971","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=7849971 Ack=1 Win=65280 Len=19840 TSval=2972596705 TSecr=1160801575"
"5.083171086","20770","7869811","1","19  >  57254 [PSH, ACK] Seq=7869811 Ack=1 Win=65280 Len=20704 TSval=2972596878 TSecr=1160801748"
"5.083203589","65226","7890515","1","19  >  57254 [PSH, ACK] Seq=7890515 Ack=1 Win=65280 Len=65160 TSval=2972596878 TSecr=1160801748"
"5.083211834","60882","7955675","1","19  >  57254 [PSH, ACK] Seq=7955675 Ack=1 Win=65280 Len=60816 TSval=2972596878 TSecr=1160801748"
"5.083861648","4410","8016491","1","19  >  57254 [PSH, ACK] Seq=8016491 Ack=1 Win=65280 Len=4344 TSval=2972596879 TSecr=1160801748"
"5.083886867","65226","8020835","1","19  >  57254 [PSH, ACK] Seq=8020835 Ack=1 Win=65280 Len=65160 TSval=2972596879 TSecr=1160801748"
"5.083893800","1602","8085995","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8085995 Ack=1 Win=65280 Len=1536 TSval=2972596879 TSecr=1160801748"
"5.084588436","32194","8087531","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8087531 Ack=1 Win=65280 Len=32128 TSval=2972596879 TSecr=1160801749"
"5.193977503","31562","8119659","1","19  >  57254 [PSH, ACK] Seq=8119659 Ack=1 Win=65280 Len=31496 TSval=2972596989 TSecr=1160801858"
"5.194009815","65226","8151155","1","19  >  57254 [PSH, ACK] Seq=8151155 Ack=1 Win=65280 Len=65160 TSval=2972596989 TSecr=1160801858"
"5.194016518","56538","8216315","1","19  >  57254 [PSH, ACK] Seq=8216315 Ack=1 Win=65280 Len=56472 TSval=2972596989 TSecr=1160801858"
"5.194592437","8754","8272787","1","19  >  57254 [PSH, ACK] Seq=8272787 Ack=1 Win=65280 Len=8688 TSval=2972596989 TSecr=1160801859"
"5.194617746","65226","8281475","1","19  >  57254 [PSH, ACK] Seq=8281475 Ack=1 Win=65280 Len=65160 TSval=2972596989 TSecr=1160801859"
"5.195266766","36290","8346635","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8346635 Ack=1 Win=65280 Len=36224 TSval=2972596990 TSecr=1160801860"
"5.195892173","17858","8382859","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8382859 Ack=1 Win=65280 Len=17792 TSval=2972596991 TSecr=1160801860"
"5.401826729","66","8400650","1","[TCP Keep-Alive] 19  >  57254 [ACK] Seq=8400650 Ack=1 Win=65280 Len=0 TSval=2972597197 TSecr=1160801861"
"5.489911715","11210","8400651","1","19  >  57254 [PSH, ACK] Seq=8400651 Ack=1 Win=65280 Len=11144 TSval=2972597285 TSecr=1160802154"
"5.489954919","65226","8411795","1","19  >  57254 [PSH, ACK] Seq=8411795 Ack=1 Win=65280 Len=65160 TSval=2972597285 TSecr=1160802154"
"5.489961211","65226","8476955","1","19  >  57254 [PSH, ACK] Seq=8476955 Ack=1 Win=65280 Len=65160 TSval=2972597285 TSecr=1160802154"
"5.489973755","1514","8542115","1","19  >  57254 [ACK] Seq=8542115 Ack=1 Win=65280 Len=1448 TSval=2972597285 TSecr=1160802154"
"5.490254771","5642","8543563","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8543563 Ack=1 Win=65280 Len=5576 TSval=2972597285 TSecr=1160802155"
"5.490577533","58202","8549139","1","19  >  57254 [PSH, ACK] Seq=8549139 Ack=1 Win=65280 Len=58136 TSval=2972597285 TSecr=1160802155"
"5.490605887","5858","8607275","1","19  >  57254 [PSH, ACK] Seq=8607275 Ack=1 Win=65280 Len=5792 TSval=2972597285 TSecr=1160802155"
"5.503334552","30146","8613067","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8613067 Ack=1 Win=65280 Len=30080 TSval=2972597298 TSecr=1160802168"
"5.617995172","29354","8643147","1","19  >  57254 [PSH, ACK] Seq=8643147 Ack=1 Win=65280 Len=29288 TSval=2972597413 TSecr=1160802283"
"5.618026913","65226","8672435","1","19  >  57254 [PSH, ACK] Seq=8672435 Ack=1 Win=65280 Len=65160 TSval=2972597413 TSecr=1160802283"
"5.618038696","55090","8737595","1","19  >  57254 [PSH, ACK] Seq=8737595 Ack=1 Win=65280 Len=55024 TSval=2972597413 TSecr=1160802283"
"5.618858358","10202","8792619","1","19  >  57254 [PSH, ACK] Seq=8792619 Ack=1 Win=65280 Len=10136 TSval=2972597414 TSecr=1160802283"
"5.618900520","60970","8802755","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8802755 Ack=1 Win=65280 Len=60904 TSval=2972597414 TSecr=1160802283"
"5.619582693","4322","8863659","1","19  >  57254 [PSH, ACK] Seq=8863659 Ack=1 Win=65280 Len=4256 TSval=2972597414 TSecr=1160802284"
"5.619604125","29026","8867915","1","19  >  57254 [PSH, ACK] Seq=8867915 Ack=1 Win=65280 Len=28960 TSval=2972597414 TSecr=1160802284"
"5.767946560","36266","8896875","1","19  >  57254 [PSH, ACK] Seq=8896875 Ack=1 Win=65280 Len=36200 TSval=2972597563 TSecr=1160802432"
"5.767976939","65226","8933075","1","19  >  57254 [PSH, ACK] Seq=8933075 Ack=1 Win=65280 Len=65160 TSval=2972597563 TSecr=1160802432"
"5.767983882","52434","8998235","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=8998235 Ack=1 Win=65280 Len=52368 TSval=2972597563 TSecr=1160802432"
"5.782922178","12858","9050603","1","19  >  57254 [PSH, ACK] Seq=9050603 Ack=1 Win=65280 Len=12792 TSval=2972597578 TSecr=1160802448"
"5.782951665","62330","9063395","1","19  >  57254 [PSH, ACK] Seq=9063395 Ack=1 Win=65280 Len=62264 TSval=2972597578 TSecr=1160802448"
"5.801803457","1514","9124211","1","[TCP Retransmission] 19  >  57254 [ACK] Seq=9124211 Ack=1 Win=65280 Len=1448 TSval=2972597597 TSecr=1160802448"
"5.816534658","2962","9125659","1","19  >  57254 [PSH, ACK] Seq=9125659 Ack=1 Win=65280 Len=2896 TSval=2972597611 TSecr=1160802481"
"5.816549436","31346","9128555","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=9128555 Ack=1 Win=65280 Len=31280 TSval=2972597611 TSecr=1160802481"
"5.987921014","33946","9159835","1","19  >  57254 [PSH, ACK] Seq=9159835 Ack=1 Win=65280 Len=33880 TSval=2972597783 TSecr=1160802653"
"5.987955551","65226","9193715","1","19  >  57254 [PSH, ACK] Seq=9193715 Ack=1 Win=65280 Len=65160 TSval=2972597783 TSecr=1160802653"
"5.987966221","53642","9258875","1","19  >  57254 [PSH, ACK] Seq=9258875 Ack=1 Win=65280 Len=53576 TSval=2972597783 TSecr=1160802653"
"5.991897026","11650","9312451","1","19  >  57254 [PSH, ACK] Seq=9312451 Ack=1 Win=65280 Len=11584 TSval=2972597787 TSecr=1160802656"
"5.991934147","61570","9324035","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=9324035 Ack=1 Win=65280 Len=61504 TSval=2972597787 TSecr=1160802656"
"5.992543317","3722","9385539","1","19  >  57254 [PSH, ACK] Seq=9385539 Ack=1 Win=65280 Len=3656 TSval=2972597787 TSecr=1160802657"
"5.992569367","30474","9389195","1","19  >  57254 [PSH, ACK] Seq=9389195 Ack=1 Win=65280 Len=30408 TSval=2972597787 TSecr=1160802657"
"6.172393771","34818","9419603","1","19  >  57254 [PSH, ACK] Seq=9419603 Ack=1 Win=65280 Len=34752 TSval=2972597967 TSecr=1160802837"
"6.172437125","65226","9454355","1","19  >  57254 [PSH, ACK] Seq=9454355 Ack=1 Win=65280 Len=65160 TSval=2972597967 TSecr=1160802837"
"6.172447355","53882","9519515","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=9519515 Ack=1 Win=65280 Len=53816 TSval=2972597967 TSecr=1160802837"
"6.173424285","11410","9573331","1","19  >  57254 [PSH, ACK] Seq=9573331 Ack=1 Win=65280 Len=11344 TSval=2972597968 TSecr=1160802838"
"6.173453361","60882","9584675","1","19  >  57254 [PSH, ACK] Seq=9584675 Ack=1 Win=65280 Len=60816 TSval=2972597968 TSecr=1160802838"
"6.174385179","4410","9645491","1","19  >  57254 [PSH, ACK] Seq=9645491 Ack=1 Win=65280 Len=4344 TSval=2972597969 TSecr=1160802839"
"6.174412652","31946","9649835","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=9649835 Ack=1 Win=65280 Len=31880 TSval=2972597969 TSecr=1160802839"
"6.351100313","33346","9681715","1","19  >  57254 [PSH, ACK] Seq=9681715 Ack=1 Win=65280 Len=33280 TSval=2972598146 TSecr=1160803016"
"6.351174286","65226","9714995","1","19  >  57254 [PSH, ACK] Seq=9714995 Ack=1 Win=65280 Len=65160 TSval=2972598146 TSecr=1160803016"
"6.351180498","65226","9780155","1","19  >  57254 [PSH, ACK] Seq=9780155 Ack=1 Win=65280 Len=65160 TSval=2972598146 TSecr=1160803016"
"6.351476026","7306","9845315","1","19  >  57254 [PSH, ACK] Seq=9845315 Ack=1 Win=65280 Len=7240 TSval=2972598146 TSecr=1160803016"
"6.362219911","57986","9852555","1","19  >  57254 [PSH, ACK] Seq=9852555 Ack=1 Win=65280 Len=57920 TSval=2972598157 TSecr=1160803027[Packet size limited during capture]"
"6.362263094","40450","9910475","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=9910475 Ack=1 Win=65280 Len=40384 TSval=2972598157 TSecr=1160803027"
"6.372018474","24842","9950859","1","19  >  57254 [PSH, ACK] Seq=9950859 Ack=1 Win=65280 Len=24776 TSval=2972598167 TSecr=1160803037"
"6.372042661","20338","9975635","1","19  >  57254 [PSH, ACK] Seq=9975635 Ack=1 Win=65280 Len=20272 TSval=2972598167 TSecr=1160803037"
"6.401770763","1514","9994459","1","[TCP Retransmission] 19  >  57254 [ACK] Seq=9994459 Ack=1 Win=65280 Len=1448 TSval=2972598197 TSecr=1160803037"
"6.410960301","21954","9995907","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=9995907 Ack=1 Win=65280 Len=21888 TSval=2972598206 TSecr=1160803076"
"6.625809599","66","10017794","1","[TCP Keep-Alive] 19  >  57254 [ACK] Seq=10017794 Ack=1 Win=65280 Len=0 TSval=2972598421 TSecr=1160803077"
"6.681484054","23066","10017795","1","19  >  57254 [PSH, ACK] Seq=10017795 Ack=1 Win=65280 Len=23000 TSval=2972598476 TSecr=1160803346"
"6.681547366","65226","10040795","1","19  >  57254 [PSH, ACK] Seq=10040795 Ack=1 Win=65280 Len=65160 TSval=2972598476 TSecr=1160803346"
"6.681551184","65226","10105955","1","19  >  57254 [PSH, ACK] Seq=10105955 Ack=1 Win=65280 Len=65160 TSval=2972598476 TSecr=1160803346"
"6.681711763","17442","10171115","1","19  >  57254 [PSH, ACK] Seq=10171115 Ack=1 Win=65280 Len=17376 TSval=2972598477 TSecr=1160803346"
"6.682015286","24530","10188491","1","19  >  57254 [PSH, ACK] Seq=10188491 Ack=1 Win=65280 Len=24464 TSval=2972598477 TSecr=1160803347"
"6.682046336","23234","10212955","1","19  >  57254 [PSH, ACK] Seq=10212955 Ack=1 Win=65280 Len=23168 TSval=2972598477 TSecr=1160803347"
"6.682050844","218","10236123","1","19  >  57254 [ACK] Seq=10236123 Ack=1 Win=65280 Len=152 TSval=2972598477 TSecr=1160803347"
"6.682057337","8754","10236275","1","19  >  57254 [PSH, ACK] Seq=10236275 Ack=1 Win=65280 Len=8688 TSval=2972598477 TSecr=1160803347"
"6.687796923","56538","10244963","1","19  >  57254 [PSH, ACK] Seq=10244963 Ack=1 Win=65280 Len=56472 TSval=2972598483 TSecr=1160803352"
"6.687833013","6442","10301435","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=10301435 Ack=1 Win=65280 Len=6376 TSval=2972598483 TSecr=1160803352"
"6.689040000","30146","10307811","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=10307811 Ack=1 Win=65280 Len=30080 TSval=2972598484 TSecr=1160803354"
"6.901741922","66","10337890","1","[TCP Keep-Alive] 19  >  57254 [ACK] Seq=10337890 Ack=1 Win=65280 Len=0 TSval=2972598697 TSecr=1160803355"
"6.929235949","28770","10337891","1","19  >  57254 [PSH, ACK] Seq=10337891 Ack=1 Win=65280 Len=28704 TSval=2972598724 TSecr=1160803594"
"6.929261087","65226","10366595","1","19  >  57254 [PSH, ACK] Seq=10366595 Ack=1 Win=65280 Len=65160 TSval=2972598724 TSecr=1160803594"
"6.929263592","65226","10431755","1","19  >  57254 [PSH, ACK] Seq=10431755 Ack=1 Win=65280 Len=65160 TSval=2972598724 TSecr=1160803594"
"6.929399298","13098","10496915","1","19  >  57254 [PSH, ACK] Seq=10496915 Ack=1 Win=65280 Len=13032 TSval=2972598724 TSecr=1160803594"
"6.929548912","20682","10509947","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=10509947 Ack=1 Win=65280 Len=20616 TSval=2972598724 TSecr=1160803595"
"6.930160670","31578","10530563","1","19  >  57254 [PSH, ACK] Seq=10530563 Ack=1 Win=65280 Len=31512 TSval=2972598725 TSecr=1160803595"
"6.930178424","44954","10562075","1","19  >  57254 [PSH, ACK] Seq=10562075 Ack=1 Win=65280 Len=44888 TSval=2972598725 TSecr=1160803595"
"6.935476259","20338","10606963","1","19  >  57254 [PSH, ACK] Seq=10606963 Ack=1 Win=65280 Len=20272 TSval=2972598730 TSecr=1160803600"
"6.935501287","18066","10627235","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=10627235 Ack=1 Win=65280 Len=18000 TSval=2972598730 TSecr=1160803600"
"6.957754001","690","10644611","1","[TCP Window Full] [TCP Retransmission] 19  >  57254 [ACK] Seq=10644611 Ack=1 Win=65280 Len=624 TSval=2972598753 TSecr=1160803600"
"6.963532021","17858","10645235","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=10645235 Ack=1 Win=65280 Len=17792 TSval=2972598758 TSecr=1160803629"
"7.121004023","29434","10663027","1","19  >  57254 [PSH, ACK] Seq=10663027 Ack=1 Win=65280 Len=29368 TSval=2972598916 TSecr=1160803786"
"7.121042738","65226","10692395","1","19  >  57254 [PSH, ACK] Seq=10692395 Ack=1 Win=65280 Len=65160 TSval=2972598916 TSecr=1160803786"
"7.121053098","20338","10757555","1","19  >  57254 [PSH, ACK] Seq=10757555 Ack=1 Win=65280 Len=20272 TSval=2972598916 TSecr=1160803786"
"7.127425122","44954","10777827","1","19  >  57254 [PSH, ACK] Seq=10777827 Ack=1 Win=65280 Len=44888 TSval=2972598922 TSecr=1160803792"
